"customer_id","txn_id","txn_dts","order_id","amount"
"5409","6293","2022-02-12 10:55:41","5418","662.72"
"8587","5178","2022-01-13 03:18:44","3422","275.66"
"8060","6382","2023-04-24 14:33:50","3607","373.90"
"6362","545","2022-04-04 13:02:30","1387","250.23"
"4874","1419","2023-04-05 07:09:02","8390","456.70"
"8456","8965","2023-09-26 22:24:00","7055","977.47"
"3529","5524","2022-04-29 06:38:03","691","2.50"
"4748","116","2022-01-21 19:47:46","1043","639.68"
"3620","7433","2022-03-03 13:22:19","5562","919.15"
"5290","8780","2022-09-23 18:06:40","5327","408.03"
"6040","1312","2022-03-16 13:29:08","8593","533.44"
"5115","8468","2023-08-03 17:52:40","6302","475.30"
"5010","9043","2021-11-29 22:53:36","150","777.06"
"8086","7545","2022-09-11 14:38:21","1935","113.12"
"6783","3497","2022-09-12 00:32:27","1263","686.02"
"4091","8028","2022-03-24 16:27:32","2098","455.61"
"9126","4677","2023-01-21 15:10:22","8864","347.89"
"7570","8784","2023-02-09 11:40:43","4276","430.19"
"1620","2827","2023-04-27 00:23:13","6793","334.08"
"8442","7016","2023-08-03 01:07:37","815","164.19"
"5880","3761","2023-03-12 23:08:04","8956","433.18"
"5038","5362","2022-04-04 05:05:56","6114","749.22"
"253","9062","2022-10-31 21:30:03","5372","590.26"
"2543","2896","2022-11-05 06:21:17","1252","237.93"
"3855","2164","2023-06-30 17:00:22","3828","659.92"
"8166","1769","2023-01-26 05:48:18","426","895.77"
"5057","207","2022-03-24 16:53:21","9101","277.85"
"1290","4246","2022-01-19 12:34:02","9900","635.46"
"969","3418","2021-11-03 12:09:28","5163","357.34"
"5638","2659","2022-05-29 14:12:48","278","598.02"
"5790","360","2022-10-21 05:19:12","1004","30.03"
"5352","1090","2023-07-04 10:09:54","1022","562.37"
"7130","2327","2022-07-09 20:40:44","5111","256.60"
"6705","4321","2022-11-23 07:24:48","8705","709.16"
"6394","2806","2021-10-07 04:23:49","8201","298.21"
"5407","3889","2023-07-19 07:42:02","2888","302.82"
"1285","6998","2023-09-25 07:03:32","9795","197.29"
"9862","656","2022-04-18 20:51:21","5574","600.71"
"5871","4796","2023-03-10 10:47:55","2470","738.52"
"6630","5531","2022-05-02 08:35:52","8066","604.84"
"9018","7682","2021-10-31 21:31:53","8712","984.07"
"6472","1966","2022-08-14 09:24:10","5678","700.40"
"4160","9535","2023-04-03 13:51:57","4747","388.56"
"4106","3423","2022-01-02 20:43:52","9273","539.85"
"2663","2507","2022-06-18 14:20:26","148","909.25"
"5950","4770","2023-02-02 18:33:26","4807","576.96"
"2785","16","2023-06-09 02:08:40","2306","907.25"
"152","7871","2023-09-11 12:17:52","4220","931.86"
"4566","2848","2022-11-20 01:34:04","2782","129.18"
"8903","9913","2022-07-30 13:43:28","7121","444.06"
"4594","4230","2022-11-26 13:03:08","8638","855.36"
"2321","97","2023-05-10 08:24:58","8377","296.57"
"595","9201","2023-09-13 11:19:52","6744","930.58"
"2597","3186","2023-02-06 19:23:52","5807","703.93"
"4496","3033","2023-05-16 13:57:24","6880","197.37"
"8337","1645","2022-02-28 00:12:10","2694","716.64"
"4140","7163","2023-08-20 16:07:35","5835","951.40"
"8069","179","2023-05-20 00:57:02","4105","366.66"
"629","9546","2022-10-01 04:28:59","5809","929.45"
"398","6522","2022-10-07 17:17:34","8547","201.95"
"5914","73","2021-11-27 15:37:56","3125","187.05"
"415","5157","2022-08-05 17:55:15","2052","462.92"
"6622","5015","2022-11-06 01:19:21","980","222.70"
"8513","712","2023-07-06 09:26:41","9092","625.91"
"1322","9171","2022-02-17 05:56:40","4351","345.44"
"8477","7478","2023-09-11 13:59:22","2542","782.09"
"2899","8392","2021-10-31 00:25:03","5178","137.93"
"7514","8556","2022-02-05 13:39:35","5466","278.08"
"1350","8481","2022-06-28 11:32:22","40","116.95"
"9343","7398","2022-06-22 14:19:25","6194","851.25"
"372","2991","2023-04-27 16:34:31","2049","59.30"
"6780","1016","2023-03-31 13:46:42","5099","609.25"
"1268","6688","2021-11-15 17:10:21","7220","599.44"
"9219","7432","2022-08-20 22:52:58","2960","74.36"
"1050","5859","2021-12-18 13:40:47","2021","50.26"
"223","5288","2022-09-24 07:44:48","9077","771.08"
"6585","4296","2021-10-26 08:35:12","8451","115.51"
"7723","541","2022-02-01 14:15:21","8463","400.65"
"2570","8983","2023-03-29 08:22:06","2406","222.39"
"5378","390","2022-10-14 20:38:30","6522","33.45"
"2785","3902","2022-07-05 05:42:27","3703","267.59"
"2260","6332","2022-12-17 13:15:50","220","290.62"
"2439","319","2021-10-24 07:33:01","5297","800.01"
"9388","2419","2023-06-01 07:27:14","2509","606.69"
"5454","4062","2023-09-21 07:45:05","2258","583.86"
"1196","2126","2022-08-17 11:35:21","9275","516.63"
"7719","6254","2022-03-28 13:20:54","6469","376.91"
"4134","4519","2023-08-23 04:45:20","8627","580.99"
"7775","3883","2022-05-07 08:41:14","660","956.18"
"798","2362","2023-04-11 22:34:24","6429","66.61"
"7547","9898","2022-09-28 14:29:35","2644","257.62"
"9669","4648","2023-05-19 11:58:39","8250","155.25"
"7744","8498","2023-05-12 23:23:10","883","342.95"
"4850","6227","2023-02-09 12:55:21","679","486.06"
"4408","6146","2023-04-23 03:00:36","3410","522.19"
"5848","2715","2021-10-29 00:30:42","7054","967.11"
"6970","8927","2023-04-21 19:57:16","9075","222.32"
"3739","486","2022-11-16 18:47:16","2220","759.45"
"1941","6698","2023-05-28 12:01:31","4288","258.58"
"2368","6162","2023-05-02 09:16:37","9100","436.56"
"7721","8381","2022-05-30 13:37:43","6719","612.20"
"9559","9756","2023-02-09 05:59:39","8472","139.98"
"1821","4369","2023-03-23 13:47:47","2762","610.01"
"5933","7875","2022-06-09 00:57:46","1771","759.47"
"3747","2605","2022-12-15 00:14:32","9037","182.02"
"8472","6699","2023-01-20 05:06:04","3409","764.09"
"2199","6360","2022-02-14 20:20:09","7224","906.19"
"6638","5480","2022-04-03 19:38:10","8303","707.91"
"4402","8314","2022-10-20 13:54:04","9024","674.23"
"8863","5969","2022-02-05 16:27:23","4955","927.11"
"7833","6442","2022-12-18 11:40:00","6717","814.73"
"1816","4861","2022-01-22 08:10:41","5889","120.29"
"9154","3252","2021-10-10 05:56:24","541","689.71"
"7749","9167","2022-07-01 12:11:55","5620","103.37"
"5103","4496","2022-03-28 05:34:07","146","758.51"
"1269","4993","2022-12-24 08:20:49","6918","356.23"
"4716","3265","2023-05-04 09:32:12","7882","546.92"
"1957","6573","2022-07-07 13:11:57","8196","735.56"
"4545","5885","2022-08-12 03:19:43","4638","174.17"
"2527","5636","2023-09-29 08:35:34","3990","257.31"
"6289","6368","2022-09-30 19:15:51","8413","799.36"
"8228","5098","2022-10-17 18:45:24","3811","580.17"
"5196","6459","2023-08-27 19:27:51","3725","609.06"
"1531","4316","2022-03-09 08:18:48","5354","212.50"
"3829","715","2021-10-11 01:16:26","6269","802.19"
"9926","3266","2021-12-07 02:53:25","7636","308.96"
"1094","8797","2022-02-19 08:27:40","3838","366.70"
"7140","3442","2022-07-27 21:20:09","674","940.95"
"6020","5526","2023-03-14 17:57:11","7436","298.14"
"1691","1695","2022-05-04 17:06:24","395","292.63"
"9390","5235","2022-03-10 09:33:42","6900","881.81"
"7776","2040","2022-11-04 02:48:35","7334","727.85"
"2111","6819","2022-04-20 09:25:18","6180","198.53"
"7435","4070","2022-07-04 10:26:29","7873","607.08"
"6633","7308","2022-03-27 17:46:31","7036","347.72"
"3739","7223","2022-05-12 23:38:24","5897","792.81"
"3073","4913","2023-09-29 06:30:10","8483","102.50"
"5479","2627","2023-05-22 13:00:09","7677","636.73"
"2744","6404","2021-11-10 09:03:01","5553","835.28"
"8892","9740","2022-12-31 08:37:49","7111","297.93"
"9798","7231","2021-10-30 07:51:02","3980","795.83"
"8","713","2021-11-22 03:07:09","2198","379.31"
"8449","6971","2023-09-22 22:20:22","4692","573.25"
"9131","5841","2023-04-15 01:41:58","7178","675.71"
"2401","3600","2023-05-13 12:52:29","1856","267.83"
"6027","763","2021-10-21 07:04:23","6654","316.99"
"6740","8861","2022-03-17 05:49:33","67","287.46"
"8911","8801","2021-11-25 01:35:36","1282","970.36"
"5898","5113","2021-12-08 18:56:52","380","390.98"
"6021","2512","2022-10-01 12:39:50","4233","197.43"
"6270","6292","2023-05-07 04:28:12","8303","539.41"
"721","2536","2022-06-06 20:26:27","9571","971.87"
"7122","5233","2022-07-31 05:14:48","397","169.22"
"509","1948","2023-04-05 17:52:24","7041","304.46"
"1891","5633","2022-05-19 06:47:24","6123","938.80"
"5550","8444","2022-12-07 16:50:28","228","270.45"
"2255","5636","2021-12-20 21:55:45","9195","614.91"
"8531","1230","2023-08-04 16:52:36","9604","270.83"
"5690","1586","2022-12-12 00:22:06","3554","236.39"
"7192","5708","2022-02-04 11:02:15","4410","583.37"
"5140","2104","2022-05-07 18:43:23","9193","15.45"
"575","1385","2023-01-22 21:34:29","231","412.43"
"8400","9087","2022-06-30 18:44:39","7357","168.86"
"2010","1316","2023-01-08 19:22:40","7585","524.36"
"4697","513","2021-10-22 13:24:20","134","415.58"
"4709","793","2023-06-05 03:46:42","4076","824.90"
"6367","6858","2022-05-10 22:19:45","9542","345.87"
"7353","2013","2022-08-29 19:54:36","6135","280.37"
"6286","501","2022-04-08 00:11:32","1328","412.27"
"248","5933","2022-11-16 22:09:09","6781","183.74"
"4399","6622","2022-09-04 22:14:46","7712","28.53"
"4083","2476","2022-03-25 15:54:34","4928","228.48"
"446","2969","2022-04-03 11:01:18","6838","238.29"
"2752","4062","2022-11-15 18:46:19","4905","73.06"
"2749","6242","2022-11-01 10:10:11","6355","368.87"
"1688","2077","2023-07-31 11:46:42","1408","801.03"
"6485","7379","2023-03-12 08:32:09","4518","656.41"
"2584","9601","2022-04-11 06:07:39","3438","8.17"
"4079","7382","2023-04-09 08:22:59","2203","984.09"
"2420","5754","2023-03-06 17:22:33","5865","548.42"
"368","7855","2023-06-23 12:22:36","3270","965.74"
"7215","2282","2022-10-09 01:17:43","4848","559.66"
"9482","6574","2023-03-29 00:12:21","8216","493.36"
"3545","4344","2022-11-08 06:59:50","2742","829.88"
"8295","7796","2023-09-17 01:49:12","5598","464.78"
"854","3183","2022-04-22 09:05:44","7517","103.91"
"4200","17","2023-07-07 22:07:43","3548","292.59"
"4385","147","2023-03-12 16:00:12","270","92.43"
"6439","8188","2023-05-01 06:03:21","5951","519.61"
"405","2821","2021-10-15 20:29:35","9730","845.36"
"3224","5230","2022-02-25 01:16:58","2929","729.98"
"6679","9614","2023-02-04 03:19:53","3714","6.90"
"2220","8232","2021-12-09 23:00:06","6870","459.30"
"5556","2263","2022-06-07 07:22:28","4495","779.54"
"1276","7514","2023-06-21 08:55:51","2614","184.86"
"9961","7336","2022-08-27 23:37:06","2605","962.19"
"1825","3047","2023-05-07 18:57:30","7901","416.44"
"1812","5827","2022-11-04 04:19:49","8782","100.90"
"2269","2013","2022-08-17 17:59:30","6308","705.21"
"6423","9489","2023-05-09 22:12:03","3688","36.00"
"9815","6543","2022-01-15 16:08:48","9179","466.80"
"7302","8886","2022-01-25 16:58:14","9184","239.21"
"9446","7693","2022-05-16 07:33:23","4388","436.00"
"8576","1149","2023-08-16 08:02:33","168","422.82"
"1876","5443","2021-10-09 18:11:16","5297","259.11"
"6111","3393","2022-04-19 22:52:35","7390","577.88"
"1382","1324","2022-06-06 20:17:26","7188","668.78"
"6977","8497","2021-12-01 06:23:39","3593","268.52"
"1154","2345","2022-02-02 20:29:55","564","691.18"
"4384","9261","2022-05-27 21:18:18","5770","769.59"
"7647","8395","2022-06-29 21:49:24","3805","806.55"
"8393","112","2022-04-16 18:27:42","9410","171.56"
"3995","8941","2021-10-23 15:12:51","8498","810.95"
"651","5992","2022-02-21 10:27:44","5585","477.60"
"3869","7821","2023-05-04 18:05:06","5640","207.82"
"6312","4715","2023-03-20 18:48:55","9507","730.79"
"9826","2841","2023-01-22 18:55:37","7236","595.69"
"2360","8395","2022-09-03 09:29:55","6413","356.43"
"3463","4176","2022-04-10 13:51:24","8789","957.39"
"5533","2399","2022-06-11 21:56:34","3990","248.28"
"9772","1879","2023-08-29 21:46:25","7321","732.95"
"9916","4080","2023-04-09 04:07:59","1454","873.46"
"4479","8384","2022-03-10 16:36:56","5799","650.03"
"3227","9894","2023-07-12 10:24:27","2679","871.48"
"4714","7969","2022-08-26 19:38:53","5147","601.05"
"2616","4360","2023-01-25 10:38:07","9155","748.67"
"6143","3610","2023-03-14 03:20:25","1469","118.09"
"8406","5421","2023-04-27 01:10:58","9775","193.00"
"1564","5113","2021-12-14 19:42:05","9635","629.98"
"3241","4550","2022-05-22 06:38:24","2600","293.22"
"3740","4225","2022-10-25 00:39:31","4972","294.31"
"2233","6667","2022-02-23 03:05:30","3258","905.87"
"2067","4437","2021-12-07 02:52:08","4575","930.23"
"9461","55","2022-08-25 14:11:09","2083","278.08"
"5222","3604","2023-03-09 00:34:36","2857","757.34"
"3092","1644","2022-07-03 11:10:42","8030","458.94"
"3569","4681","2022-12-07 19:21:22","6430","126.19"
"1559","8469","2023-07-28 22:39:16","2268","726.48"
"3196","2910","2023-05-01 19:35:14","1121","475.68"
"839","5641","2023-07-13 20:54:19","6390","682.89"
"2489","569","2022-05-29 23:20:26","7269","896.37"
"3333","6413","2021-12-11 21:44:21","1598","861.87"
"2751","528","2022-03-10 06:52:14","3817","319.66"
"1141","8977","2022-03-18 21:56:12","8612","337.13"
"1632","8408","2022-01-13 21:59:26","9892","389.89"
"7071","9842","2022-08-07 11:50:41","4294","790.55"
"3373","567","2022-03-07 05:53:54","7217","383.02"
"3876","7434","2022-10-06 06:09:17","1497","944.65"
"4873","1452","2023-01-24 21:28:45","2039","759.91"
"3769","2229","2022-08-18 17:24:03","3933","74.28"
"6064","2385","2022-01-02 16:15:11","8321","551.53"
"3280","4836","2022-11-13 18:45:34","6944","660.27"
"1263","4715","2023-02-05 16:12:42","2540","839.75"
"2545","9591","2022-01-28 04:36:20","9381","643.12"
"2282","7232","2023-09-16 07:12:42","8785","620.47"
"9386","1397","2023-03-18 20:21:54","6007","117.38"
"700","493","2023-08-04 09:25:19","9655","174.94"
"9215","6166","2022-02-07 23:09:31","3892","198.27"
"3984","215","2022-03-29 16:12:08","2351","922.99"
"2905","1112","2021-12-25 19:03:28","4578","149.79"
"4226","9475","2022-08-26 20:56:54","679","127.05"
"5453","4160","2023-02-11 17:38:42","6681","604.33"
"1460","9708","2023-04-17 15:48:06","2359","383.75"
"175","4103","2022-08-27 15:16:49","9473","882.59"
"8737","6360","2023-09-22 11:11:42","3283","417.43"
"4289","5018","2021-12-09 13:03:35","6028","270.67"
"851","4675","2022-11-05 04:49:21","6944","799.83"
"2626","123","2022-04-29 23:42:49","1752","643.77"
"4337","8444","2022-08-14 16:28:37","2174","974.20"
"3403","5552","2022-04-26 01:07:21","1790","64.59"
"3154","5413","2022-08-19 11:02:43","2089","135.77"
"2846","5800","2022-09-01 23:05:43","7149","659.11"
"9136","7419","2022-01-14 12:46:45","1573","86.73"
"6443","1583","2022-08-28 10:24:09","938","492.44"
"8631","2038","2022-12-12 02:28:34","5527","20.15"
"5533","7411","2023-07-24 13:28:31","3250","359.74"
"8943","2805","2023-10-02 23:18:25","7368","601.01"
"5400","3403","2022-06-04 11:16:31","8925","184.11"
"8925","4729","2023-05-02 22:07:25","998","312.72"
"2715","7622","2022-04-23 00:46:18","2749","790.86"
"267","2010","2021-12-21 18:50:21","5075","163.46"
"3760","7587","2023-02-17 20:33:34","9741","885.26"
"137","9650","2022-08-27 17:04:41","9870","345.85"
"7748","7660","2023-08-19 17:45:57","4149","542.23"
"7573","5301","2023-02-15 22:49:19","380","579.43"
"344","1669","2022-09-26 12:06:31","8479","236.95"
"9039","2177","2021-10-30 08:08:14","8053","677.50"
"3234","9291","2022-03-12 05:48:55","1116","721.88"
"6634","4570","2022-03-15 05:15:13","1289","608.75"
"47","3238","2023-01-26 17:47:44","4835","678.41"
"637","1410","2022-06-30 14:47:59","6208","663.47"
"6562","9073","2021-10-05 06:42:15","7125","472.66"
"6469","9604","2023-04-18 09:20:37","9841","478.54"
"6860","9597","2023-02-18 18:24:56","2784","506.77"
"5084","1078","2023-03-18 06:32:06","3715","536.09"
"5551","2555","2022-02-23 22:43:20","8144","112.90"
"3749","2932","2021-10-12 11:11:08","8522","662.46"
"7215","5103","2022-11-21 11:07:54","620","272.11"
"7759","4633","2023-04-27 15:50:52","5001","460.94"
"5436","7558","2021-11-26 10:33:39","980","437.48"
"3372","6186","2023-08-16 05:31:10","1114","600.15"
"115","4826","2022-06-01 15:28:48","950","9.02"
"9731","2772","2022-10-04 14:51:31","1331","920.82"
"1665","1258","2023-04-08 11:04:55","1070","913.17"
"7091","1315","2022-01-02 04:36:54","7759","782.81"
"2264","6103","2023-04-24 16:09:38","6916","821.80"
"9061","4065","2021-12-16 23:32:48","6195","585.89"
"8955","6428","2023-09-10 15:43:17","5025","391.29"
"6637","5969","2023-04-28 19:19:08","4646","585.00"
"20","2344","2022-04-23 00:13:58","3432","221.77"
"2061","4514","2022-04-25 07:08:42","2274","25.53"
"1557","8219","2023-06-12 21:16:52","8109","245.31"
"3980","5777","2023-06-17 13:34:31","6543","146.85"
"524","5439","2022-04-02 15:10:18","6456","68.42"
"4291","764","2023-05-06 01:17:24","4385","156.04"
"3714","2936","2022-04-19 14:01:11","6050","812.73"
"9288","9997","2023-01-08 14:19:42","1211","640.40"
"492","9941","2022-02-05 00:30:35","5396","263.98"
"3242","517","2023-02-16 03:40:55","8898","378.79"
"5484","5679","2022-07-15 10:34:12","1917","65.27"
"3736","6308","2023-05-21 08:03:05","9828","39.76"
"6427","2650","2022-02-01 06:28:07","7026","673.41"
"2593","9314","2021-10-06 11:47:01","4928","212.42"
"6519","4204","2022-11-13 21:56:14","6900","586.77"
"1965","4109","2023-01-17 21:06:34","5162","444.69"
"8418","381","2022-10-28 02:02:44","8417","836.46"
"593","353","2022-08-22 17:12:09","9102","140.07"
"6390","8741","2022-07-03 08:56:34","8999","787.87"
"9472","3031","2023-06-22 22:50:21","9619","95.34"
"7052","1092","2022-03-24 00:41:37","1595","297.27"
"5171","7212","2023-08-03 20:04:53","2531","747.58"
"3671","735","2022-07-11 23:39:42","8367","468.91"
"5025","2125","2022-10-31 03:56:38","2288","215.30"
"442","8022","2022-10-05 12:05:05","1277","980.27"
"9226","2218","2022-12-16 04:17:32","4231","145.27"
"6072","700","2022-06-17 22:58:49","1691","191.44"
"9504","5984","2022-02-21 23:03:22","116","766.31"
"6844","4371","2022-10-17 11:49:12","7076","762.63"
"6948","3146","2022-04-30 15:31:18","1174","275.54"
"7370","5629","2022-04-13 20:57:52","2658","725.37"
"2528","1587","2022-11-25 14:57:19","9605","975.21"
"5179","2673","2022-05-04 06:39:14","5836","116.55"
"5073","5460","2023-07-31 14:54:08","24","342.28"
"2605","7786","2022-04-09 18:06:19","1300","841.06"
"1462","6407","2022-09-30 01:26:11","7940","220.12"
"1961","6620","2023-01-19 15:16:35","1538","419.91"
"3553","4950","2023-07-23 05:34:32","6602","287.45"
"2860","6613","2022-04-25 09:49:26","2903","213.85"
"7468","1487","2022-06-19 15:36:19","8459","647.02"
"5720","2873","2022-10-27 17:44:49","3705","312.76"
"1630","5910","2023-05-11 13:34:19","3681","152.33"
"8965","5152","2023-03-01 15:38:49","8135","597.84"
"4849","298","2023-01-31 15:35:13","2952","438.81"
"5108","7204","2022-02-16 21:55:13","1797","78.88"
"9220","8954","2023-04-30 11:00:16","6156","659.53"
"5420","8099","2022-01-25 06:17:37","8513","72.01"
"9207","306","2023-07-28 19:45:12","2266","105.43"
"1027","785","2023-05-16 19:40:11","3764","256.89"
"6031","6860","2022-03-16 17:24:36","6424","93.90"
"7306","176","2022-08-23 00:47:38","2514","319.25"
"4596","4830","2023-05-31 07:13:30","7412","586.75"
"4361","8460","2023-08-11 14:13:58","4986","785.65"
"6612","4592","2023-09-26 01:48:32","233","374.66"
"2126","2930","2022-10-10 12:22:12","3118","293.14"
"8234","8294","2022-02-09 00:09:36","9621","271.73"
"7111","3009","2022-01-03 01:04:03","891","801.19"
"2250","2410","2022-12-16 00:27:15","3438","551.16"
"8000","2058","2022-06-22 11:27:05","9395","839.39"
"9340","7274","2023-01-16 04:01:56","4701","126.13"
"2134","2915","2023-09-22 22:54:08","4353","452.75"
"8949","1639","2023-05-13 20:56:27","1480","600.35"
"7130","4066","2023-06-19 22:54:41","5421","691.51"
"7892","9961","2022-10-22 20:09:19","4865","360.55"
"2769","1471","2022-12-13 23:59:15","4523","709.22"
"9139","9295","2022-06-24 02:27:38","7441","164.74"
"477","6626","2023-08-02 17:03:11","389","712.45"
"4879","9942","2022-02-02 14:03:47","8015","709.52"
"6784","436","2022-05-24 18:49:25","2922","921.68"
"7419","8752","2023-02-15 02:58:03","2271","652.85"
"9680","2761","2023-06-28 14:16:31","1350","131.37"
"3137","453","2023-06-13 00:52:13","6163","545.94"
"7256","8506","2023-05-09 22:47:30","628","476.37"
"243","8548","2023-07-03 12:22:58","9766","653.95"
"4810","2666","2022-02-19 07:05:49","4605","315.62"
"4944","4188","2023-04-09 19:25:16","2747","601.26"
"6745","1283","2021-12-03 11:24:52","9329","381.35"
"7417","9140","2023-04-14 02:41:45","9957","122.99"
"9966","792","2023-08-14 15:34:05","7174","438.07"
"1200","275","2023-02-20 16:59:46","799","932.73"
"8535","4766","2022-12-25 07:02:07","9304","125.80"
"5478","5075","2023-08-30 10:20:57","8954","394.09"
"6760","5800","2021-11-28 19:49:45","5385","451.49"
"2442","5768","2021-11-03 13:22:50","237","960.63"
"7055","9343","2022-09-30 23:06:19","4815","29.78"
"1106","224","2023-03-08 06:29:31","716","126.69"
"2871","3602","2023-02-22 08:13:27","8978","100.66"
"4636","2804","2023-07-20 23:03:47","6230","56.83"
"8419","5837","2023-01-10 13:55:04","4031","67.80"
"3276","5542","2022-09-25 07:00:56","3015","933.03"
"1952","4811","2023-05-16 00:27:16","5300","542.29"
"6800","4517","2021-11-16 16:37:53","6268","197.26"
"3636","6717","2023-05-19 10:01:31","6343","287.95"
"753","8598","2022-03-30 15:24:35","3536","867.39"
"1281","8852","2021-12-30 00:20:17","2511","240.51"
"2149","8655","2023-01-28 14:43:51","2944","864.05"
"2256","728","2022-11-08 20:07:41","3541","794.60"
"4082","9655","2022-04-29 13:48:56","3165","514.75"
